demand
99635.03
129606.01
142300.54
104330.715
118132.2
130672.485
153514.82
142015.655
121801.155
103043.66
99865.755
131261.125
126527.36
119741.62
118411.22
116690.765
99371.31
97728.75
116883.15
128968.125
148702.505
153232.1
138095.2
116310.59
97959.46
103769.48
118393.31
116763.725
119313.73
121018.15
103822.97
100178.84
118694.16
122880.13
117398.03
122279.425
141837.005
132138.365
112108.215
126813.075
145948.565
149322.85
131376.78
136070.62
119692.025
125287.71
131832.63
127666.01
125972.765
139399.69
139465.675
136283.03
138016.35
135255.815
120263.515
130062.755
131525.855
131069.4
116275.73
103462.78
123301.835
126750.29
120764.185
114967.345
117053.75
108344.575
106348.78
108282.48
125828.53
124418.415
121683.65
120929.815
108738.82
100170.295
123787.075
125600.86
127975.815
128319.45
119491.32
106754.8
106555.03
122810.05
123234.935
122268.86
121998.2
122346.335
112187.715
106418.665
123061.87
125795.325
122042.265
113838.41
98891.06
103999.17
103685.45
107383.37
120235.505
122129.775
123990.76
121753.115
110034.165
103760.225
125107.78
127793.38
126673.935
126937.94
131031.415
109763.985
107160.54
126696.19
127973.585
128598.495
126483.805
126230.785
111803.625
108217.82
127855.22
132642.14
132814.615
132669.58
126304.445
108487.975
109233.34
122375.47
123734.865
129121.86
131237.185
131138.73
108377.05
103811.28
123740.245
129312.58
136903.27
135217.65
135172.41
117136.63
111897.085
127524.8
133235.48
127522.71
135361.195
133422.46
119331.85
118783.085
136690.92
140886.995
133103.37
127900.235
132338.94
114669.79
113261.26
140919.995
148534.505
146902.95
147155.265
142625.035
120128.295
109609.685
110715.815
132854.135
144125.525
143465.445
145005.62
123754.55
119125.62
136054.145
139073.785
134290.46
137073.775
139781.245
129576.36
124910.57
140431.36
133171.4
135407.57
137379.23
135562.075
124587.43
119277.48
139468.155
143170.055
138931
138972.425
145713.81
130073.27
117312.925
143176.335
143984.39
141696.295
141994.375
136884.095
123971.705
124790.695
138680.335
150671.105
151270.54
144797.98
142965.48
130187.445
131141.355
146154.37
138931.81
138418.835
142316.295
136837.155
121021.425
120396.735
142470.43
144008.37
142637.76
143544.11
139584.955
125032.57
117638.065
141451.725
147550.185
142325.99
143642.355
143060.33
125830.535
120008.455
130978.095
135616.125
138900.5
140905.85
137838.925
122088.76
116648.77
137008.71
148093.96
144024.66
131575.79
126570.47
112275.15
111793.015
128868.255
135051.545
135914.68
141159.77
134755.505
124448.5
116744.215
137724.895
134116.77
132794.715
132096.335
131384.88
115799.32
109641.375
131619.365
136340.7
132977.45
133541.98
123968.9
108790.005
99161.765
116574.17
123750.5
131795.485
131050.675
130764.585
112377.185
103708.925
120096.71
127755.095
131866.73
130937.625
124278.93
111064.49
106431.815
121796.715
126691.8
129641.245
124356.415
107544.145
100598.55
103828.88
125194.87
127225.245
117282.765
122121.325
126989.905
112604.825
105376.335
120916.215
122830.38
126919.195
130260.37
123985.97
104916.345
100812.04
120795
126655.49
122368.885
121471.64
120420.7
106813.03
102279.745
115297.34
116619.57
122887.41
124222.935
121256.97
106353.44
103629.645
113791.75
101793.035
120177.945
125985.465
120505.585
104269.79
103793.085
127234.72
121617.28
121566.645
123775.16
117078.585
103646.635
99761.81
124557.225
131442.2
132353.755
138118.705
123412.685
102647.905
98621.62
114406.825
118894.305
124728.875
112907.145
117492.82
105011.195
102162.53
122452.415
117115.62
115230.125
121699.425
129148.52
115606.005
112025.29
129059.645
136800.91
125965.02
125807.495
116597.81
106139.41
105218.515
125784.96
129077.41
135930.08
152366.3
158052.89
154924.89
133421.03
113802.21
119477.515
126553.115
134583.25
119950.37
95093.295
96394.94
100048.44
111647.54
128552.135
146473.835
116040.925
99622.64
97656.445
110932.505
117873.58
115064.265
112392.695
111879.54
105482.695
113049.145
141133.085
135006.11
160011.075
120396.335
113244.79
103046.17
114097.07
147817.585
148612.37
142471.51
139450.615
129135.185
108097.845
103396.3
112649.6
110152.815
133718.035
134169.83
123615.21
107579.345
101279.65
121942.895
133989.155
122594.475
119919.605
126330.55
123737.01
124436.81
129327.225
131271.265
132265.005
131003.79
133845.52
120839.995
104364.735
120863.325
117062.035
119481.79
125964.185
122991.66
105911.71
107884.355
130527.325
156924.83
152419.415
138064.855
122575.935
110545.84
105781.985
125400.08
142242.595
145182.98
136226.12
149376.57
124692.315
117707.95
131465.825
160285.015
152599.125
135635.705
141414.35
119690.755
111329.62
105388.57
123073.98
135047.625
143184.805
118189.72
105484.1
100394.06
117796.715
124081.46
126074.895
125072.73
101740.89
102726.745
98324.645
102746.6
118281.13
122625.21
122964.715
116321.6
102832.72
102084
120445.735
120371.235
125657.125
125663.33
124266.885
109044.9
99845.345
118614.005
123808.76
124686.63
126519.065
124721.485
108525.965
100526.305
123441.82
126846.445
125204.785
125514.14
120124.305
108773.745
105642.28
104072.435
117437.665
118531.5
126847.02
122054.13
103505.195
98873.535
116969.63
119014.445
124525.185
118192.055
120421.32
106052.64
103487.28
119781.135
119611.88
123616.28
120693.53
118800.07
101945.995
99697.62
121182.695
124209.405
124352.215
124392.29
127705.84
112336.78
101618.98
121424.42
131916.405
132170.05
137080.875
134317.62
119938.795
118751.965
134983.955
140402.15
141195.03
141292.56
137717.255
122764.33
116052.805
134829.755
135306.005
137305.355
132859.305
132209.515
120753.43
122771.53
122106.95
138466.56
140904.59
140741.165
138023.11
123162.185
119662.165
134435.115
137511.315
133813.285
136740.005
144658.38
131730.835
126455.935
148639.995
142146.31
136071.965
141078.46
136676.715
118683.565
112556.405
135712.245
142401.795
134056.095
138768.045
136690.05
122369.535
119218.23
128207.125
137582.195
145728.26
144103.705
141166.85
120659.15
113418.125
127367.015
137028.05
136850.14
136127.125
128777.82
119888.575
120126.905
138134.635
146465.69
143209.755
142341.635
139822.93
121548.535
114481.28
137934.845
137301.69
140922.715
